n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
866,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
867,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
868,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
869,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
870,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
871,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
872,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
873,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
874,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
875,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
876,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
877,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
878,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
879,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
880,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
881,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
882,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
883,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
884,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
885,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
886,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
887,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
888,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
889,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
890,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
891,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
892,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
893,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
894,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
895,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
896,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
897,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
898,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
899,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
900,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
901,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
902,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
903,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
904,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
905,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
906,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
907,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
908,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
909,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
910,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
911,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
912,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
913,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
914,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
915,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
916,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
917,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
918,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
919,-85.4252,[5.0394 -4.9606 ],[-0.1181 -0.1181 ],0.1670,[30.0000 30.0000 ],42.4264,0.0039,127,0.0001
920,-85.4252,[4.9213 -5.0787 ],[0.1181 0.1181 ],0.1670,[-30.0000 -30.0000 ],42.4264,0.0039,127,0.0001
921,-85.4252,[5.0394 -4.9606 ],[-0.0591 -0.0591 ],0.0835,[30.0000 30.0000 ],42.4264,0.0020,127,0.0001
